name,category,subcategory,weight,description,isReal,realContext,llmResponse
 Eric Robinson. ,Institutional Investor (simulated),Day Trader,1%," Eric Robinson, a 35-year-old operations manager, engages in day trading with a focus on speculative trades in sectors like tech, biotech, and energy. He reacts quickly to earnings reports, product launches, and political developments. Eric has a high risk tolerance and often uses margin to increase his exposure. As an aggressive speculative investor, Eric’s goal is to capture rapid gains by executing multiple trades based on short-term market shifts.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-8b-8192. Raw content: '}"
 Michelle Parker. ,Institutional Investor (simulated),Day Trader,1%," Michelle Parker, a 33-year-old nurse, is a speculative day trader who actively trades high-volatility stocks in sectors like technology and healthcare. She follows social media and financial news closely to inform her trades. Michelle has a high risk tolerance and frequently adjusts her portfolio based on real-time market data. As an aggressive speculative investor, Michelle focuses on short-term profits by making multiple trades throughout the day.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-70b-versatile. Raw content: '}"
 Steven Lewis. ,Institutional Investor (simulated),Day Trader,1%," Steven Lewis, a 38-year-old IT consultant, focuses on speculative day trading, reacting quickly to earnings reports, political events, and market sentiment. He has a high risk tolerance and often trades on margin to increase his returns. Steven uses technical analysis to time his trades, often making several trades each day. As an aggressive speculative investor, Steven seeks to capture short-term gains by taking advantage of market volatility and rapid price movements.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-8b-instant. Raw content: '}"
 Jennifer Clark. ,Institutional Investor (simulated),Day Trader,1%," Jennifer Clark, a 29-year-old project manager, is a highly speculative day trader who reacts quickly to breaking news and market trends. She focuses on sectors like tech and energy, often making multiple trades within a single day. Jennifer has a high risk tolerance and frequently trades on margin to amplify her potential profits. As an aggressive speculative investor, Jennifer aims for short-term gains by capitalizing on rapid market fluctuations.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-70b-8192. Raw content: '}"
 Ryan Hall. ,Institutional Investor (simulated),Day Trader,1%," Ryan Hall, a 34-year-old architect, engages in speculative day trading with a focus on sectors like technology, healthcare, and consumer goods. He has a high risk tolerance and frequently reacts to earnings reports, market news, and political events. Ryan uses technical indicators to time his trades and often makes several trades a day. As an aggressive speculative investor, Ryan seeks to capture short-term gains by executing rapid trades based on real-time market data.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-8b-8192. Raw content: '}"
 Christina White. ,Institutional Investor (simulated),Day Trader,1%," Christina White, a 30-year-old web developer, is a speculative day trader who actively trades stocks and cryptocurrencies. She has a high risk tolerance and frequently reacts to breaking news and social media trends. Christina uses both technical and fundamental analysis to inform her trades, often making several trades within a single day. As an aggressive speculative investor, Christina aims for short-term profits by taking advantage of market volatility and rapid price swings.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-70b-versatile. Raw content: '}"
 Matthew Young. ,Institutional Investor (simulated),Day Trader,1%," Matthew Young, a 28-year-old real estate agent, focuses on day trading volatile stocks and options, reacting quickly to news, earnings reports, and market sentiment. He has a high risk tolerance and frequently trades on margin to amplify his returns. Matthew follows financial news closely, using technical analysis to time his trades. As an aggressive speculative investor, Matthew thrives on market volatility, making multiple trades each day for short-term gains.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-8b-instant. Raw content: '}"
 Lisa Nelson. ,Institutional Investor (simulated),Day Trader,1%," Lisa Nelson, a 35-year-old graphic designer, is a speculative day trader who actively trades stocks and ETFs based on short-term news and social media trends. She has a high risk tolerance and frequently reacts to earnings reports and market sentiment. Lisa uses both technical and fundamental analysis to time her trades, making several trades throughout the day. As an aggressive speculative investor, Lisa seeks to capture short-term gains by capitalizing on rapid market movements.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-70b-8192. Raw content: '}"
 George Edwards. ,Institutional Investor (simulated),Day Trader,1%," George Edwards, a 37-year-old business consultant, is a speculative day trader who focuses on sectors like tech, biotech, and consumer goods. He reacts quickly to market news and economic reports, often making multiple trades within minutes. George has a high risk tolerance and frequently uses margin to increase his exposure. As an aggressive speculative investor, George aims for rapid profits by taking advantage of short-term price swings and market volatility.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-8b-8192. Raw content: '}"
 Rebecca Scott. ,Institutional Investor (simulated),Day Trader,1%," Rebecca Scott, a 33-year-old marketing professional, is a highly speculative day trader who reacts quickly to earnings reports, geopolitical events, and market sentiment. She trades stocks and cryptocurrencies, often making several trades within a single day. Rebecca has a high risk tolerance and frequently adjusts her portfolio based on real-time market data. As an aggressive speculative investor, Rebecca focuses on capturing short-term gains by executing rapid trades.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-70b-versatile. Raw content: '}"
 Kyle Anderson. ,Institutional Investor (simulated),Day Trader,1%," Kyle Anderson, a 29-year-old entrepreneur, engages in speculative day trading with a focus on high-volatility stocks and options. He reacts quickly to breaking news, product launches, and political developments. Kyle has a high risk tolerance and often trades on margin to maximize his returns. As an aggressive speculative investor, Kyle thrives on market volatility, making multiple trades within hours to capture short-term profits from rapid market movements.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama-3.1-8b-instant. Raw content: '}"
 Stephanie Johnson. ,Institutional Investor (simulated),Day Trader,1%," Stephanie Johnson, a 30-year-old nurse, is a speculative day trader who actively trades stocks and cryptocurrencies. She follows financial news and social media closely, reacting quickly to short-term market trends. Stephanie has a high risk tolerance and often trades on margin to increase her exposure. As an aggressive speculative investor, Stephanie aims for fast profits by taking advantage of short-term price movements and market volatility.",False,,"{'direction': <Direction.HOLD: 'HOLD'>, 'strength': 0.0, 'rationale': 'Error processing response with model llama3-70b-8192. Raw content: '}"
